S,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
13419,0.574646,0.500000,34.617583,31.908379,66.525961,338.190430
13429,0.574590,0.500000,34.645618,31.934719,66.580337,336.081055
13439,0.574609,0.600000,34.684538,31.970822,66.655360,336.081055
13449,0.574554,0.500000,34.715696,31.998695,66.714391,336.081055
13459,0.574424,0.400000,34.745448,32.027838,66.773287,336.081055
13469,0.574666,0.900000,34.788620,32.069575,66.858195,336.081055
13479,0.574684,0.600000,34.820727,32.100676,66.921402,336.081055
13489,0.574555,0.400000,34.857622,32.133383,66.991005,338.190430
13499,0.574500,0.500000,34.891383,32.164834,67.056217,336.081055
13509,0.574519,0.600000,34.919888,32.191763,67.111651,336.081055
13519,0.574611,0.700000,34.950053,32.218393,67.168446,336.081055
13529,0.574630,0.600000,34.982799,32.248821,67.231620,336.081055
13539,0.574575,0.500000,35.012517,32.276782,67.289299,336.081055
13549,0.574446,0.400000,35.049290,32.309036,67.358326,338.190430
13559,0.574539,0.700000,35.085335,32.342132,67.427466,336.081055
13569,0.574558,0.600000,35.116592,32.371929,67.488522,336.081055
13579,0.574134,0.000000,35.147484,32.399098,67.546582,336.081055
13589,0.574153,0.600000,35.186446,32.433794,67.620239,336.081055
13599,0.574025,0.400000,35.218885,32.465943,67.684828,336.081055
13609,0.574044,0.600000,35.249753,32.494775,67.744529,336.081055
13619,0.574137,0.700000,35.278649,32.522865,67.801513,336.081055
13629,0.574156,0.600000,35.308779,32.552458,67.861237,336.081055
13639,0.574028,0.400000,35.337062,32.579916,67.916978,336.081055
13649,0.573974,0.500000,35.370122,32.609249,67.979370,336.081055
13659,0.573919,0.500000,35.398225,32.635789,68.034014,336.081055
13669,0.573865,0.500000,35.436516,32.672686,68.109202,336.081055
13679,0.574031,0.800000,35.471541,32.706337,68.177878,338.190430
13689,0.573904,0.400000,35.500097,32.732895,68.232992,336.081055
13699,0.573776,0.400000,35.530636,32.762693,68.293329,336.081055
13709,0.573796,0.600000,35.561884,32.789509,68.351393,336.081055
13719,0.573669,0.400000,35.593958,32.821118,68.415076,336.081055
13729,0.573907,0.900000,35.622324,32.847825,68.470149,336.081055
13739,0.573707,0.300000,35.652607,32.874313,68.526920,338.190430
13749,0.573654,0.500000,35.687161,32.906294,68.593455,336.081055
13759,0.573745,0.700000,35.721053,32.937711,68.658764,336.081055
13769,0.573474,0.200000,35.757651,32.969416,68.727067,336.081055
13779,0.573348,0.400000,35.786136,32.995961,68.782097,336.081055
13789,0.573295,0.500000,35.816605,33.024709,68.841314,336.081055
13799,0.573241,0.500000,35.846931,33.051691,68.898622,336.081055
13809,0.573043,0.300000,35.881096,33.081306,68.962402,338.190430
13819,0.572773,0.200000,35.915290,33.110924,69.026214,336.081055
13829,0.572721,0.500000,35.954935,33.147784,69.102720,336.081055
13839,0.572523,0.300000,35.985510,33.176008,69.161518,336.081055
13849,0.572471,0.500000,36.024713,33.214096,69.238809,336.081055
13859,0.572491,0.600000,36.054785,33.241525,69.296311,336.081055
13869,0.572511,0.600000,36.089678,33.272261,69.361939,338.190430
13879,0.572675,0.800000,36.125971,33.305913,69.431884,336.081055
13889,0.572622,0.500000,36.170129,33.348457,69.518587,336.338867
13899,0.572498,0.400000,36.200950,33.375507,69.576457,336.338867
13909,0.572374,0.400000,36.233785,33.406541,69.640326,336.081055
13919,0.572322,0.500000,36.266567,33.437805,69.704372,336.081055
13929,0.572342,0.600000,36.298707,33.465408,69.764115,336.081055
13939,0.572290,0.500000,36.330496,33.494912,69.825408,336.081055
13949,0.572310,0.600000,36.359451,33.522119,69.881570,336.081055
13959,0.572401,0.700000,36.387478,33.548535,69.936013,336.081055
13969,0.572493,0.700000,36.417350,33.574705,69.992055,336.081055
13979,0.572513,0.600000,36.445462,33.600982,70.046445,336.081055
13989,0.572532,0.600000,36.474399,33.627742,70.102141,336.081055
13999,0.572266,0.200000,36.504659,33.654375,70.159034,338.190430
14009,0.572214,0.500000,36.536213,33.682072,70.218285,336.081055
14019,0.572163,0.500000,36.566701,33.711831,70.278531,336.081055
14029,0.572183,0.600000,36.608465,33.747755,70.356220,336.081055
14039,0.572131,0.500000,36.641605,33.778069,70.419674,336.081055
14049,0.572151,0.600000,36.680216,33.815839,70.496055,336.081055
14059,0.571957,0.300000,36.723278,33.854504,70.577782,338.190430
14069,0.571835,0.400000,36.752391,33.881656,70.634047,336.081055
14079,0.571855,0.600000,36.782814,33.909042,70.691856,336.081055
14089,0.571591,0.200000,36.813541,33.936312,70.749853,336.081055
14099,0.571682,0.700000,36.842344,33.963413,70.805756,336.081055
14109,0.571702,0.600000,36.871992,33.990371,70.862363,336.081055
14119,0.571722,0.600000,36.901243,34.017465,70.918708,336.081055
14129,0.571742,0.600000,36.931605,34.044169,70.975774,338.190430
14139,0.571762,0.600000,36.961690,34.071990,71.033680,336.081055
14149,0.571641,0.400000,36.993685,34.102850,71.096535,336.081055
14159,0.571590,0.500000,37.027332,34.130051,71.157383,336.081055
14169,0.571610,0.600000,37.067838,34.166156,71.233994,336.081055
14179,0.571630,0.600000,37.106886,34.203232,71.310118,336.081055
14189,0.571721,0.700000,37.153143,34.243933,71.397076,338.190430
14199,0.571741,0.600000,37.182504,34.273192,71.455696,336.081055
14209,0.571620,0.400000,37.221373,34.309119,71.530493,336.081055
14219,0.571640,0.600000,37.254635,34.339241,71.593876,336.081055
14229,0.571589,0.500000,37.283370,34.366036,71.649406,336.081055
14239,0.571539,0.500000,37.312200,34.393224,71.705424,336.081055
14249,0.571489,0.500000,37.351605,34.427482,71.779087,336.081055
14259,0.571368,0.400000,37.384155,34.458433,71.842587,336.081055
14269,0.571388,0.600000,37.420194,34.491534,71.911727,336.081055
14279,0.571409,0.600000,37.456638,34.525120,71.981758,336.081055
14289,0.571359,0.500000,37.487578,34.553321,72.040898,336.081055
14299,0.571309,0.500000,37.517698,34.583440,72.101138,336.081055
14309,0.571329,0.600000,37.557687,34.621929,72.179616,336.081055
14319,0.571209,0.400000,37.588919,34.649148,72.238067,338.190430
14329,0.571089,0.400000,37.621832,34.680673,72.302506,336.081055
14339,0.571040,0.500000,37.653196,34.709540,72.362736,336.081055
14349,0.570921,0.400000,37.683087,34.735687,72.418773,336.081055
14359,0.570941,0.600000,37.710848,34.761842,72.472689,336.081055
14369,0.571170,0.900000,37.751567,34.799604,72.551171,336.081055
14379,0.571120,0.500000,37.783078,34.827766,72.610843,338.190430
14389,0.570862,0.200000,37.819122,34.862792,72.681914,336.081055
14399,0.570883,0.600000,37.848487,34.889844,72.738331,336.081055
14409,0.570972,0.700000,37.883966,34.920832,72.804798,336.081055
14419,0.570923,0.500000,37.920925,34.955729,72.876654,336.081055
14429,0.571082,0.800000,37.960908,34.994124,72.955032,336.081055
14439,0.571171,0.700000,37.989177,35.020914,73.010091,336.081055
14449,0.571330,0.800000,38.019575,35.047594,73.067168,338.190430
14459,0.571349,0.600000,38.049161,35.075981,73.125143,336.081055
14469,0.571369,0.600000,38.085823,35.110506,73.196330,336.081055
14479,0.571458,0.700000,38.122134,35.141517,73.263651,336.081055
14489,0.571478,0.600000,38.150348,35.168036,73.318383,336.081055
14499,0.571498,0.600000,38.181693,35.197954,73.379647,336.081055
14509,0.571448,0.500000,38.217401,35.229828,73.447229,338.190430
14519,0.571675,0.900000,38.248597,35.259363,73.507961,336.081055
14529,0.571556,0.400000,38.282593,35.293119,73.575712,336.081055
14539,0.571645,0.700000,38.314035,35.320257,73.634292,336.081055
14549,0.571733,0.700000,38.351334,35.354977,73.706311,336.081055
14559,0.571684,0.500000,38.380192,35.382061,73.762252,336.081055
14569,0.571635,0.500000,38.410565,35.408773,73.819338,336.081055
14579,0.571448,0.300000,38.438742,35.435996,73.874738,336.081055
14589,0.571468,0.600000,38.480104,35.474122,73.954226,336.081055
14599,0.571213,0.200000,38.517766,35.509247,74.027013,336.081055
14609,0.571027,0.300000,38.555583,35.539469,74.095053,336.081055
14619,0.570979,0.500000,38.587884,35.571619,74.159503,336.081055
14629,0.570999,0.600000,38.618941,35.601914,74.220855,336.081055
14639,0.571018,0.600000,38.649610,35.628595,74.278205,338.190430
14649,0.570765,0.200000,38.678134,35.655553,74.333687,336.081055
14659,0.570717,0.500000,38.707758,35.683519,74.391277,336.081055
14669,0.570600,0.400000,38.742021,35.712314,74.454335,336.081055
14679,0.570620,0.600000,38.772904,35.741073,74.513977,336.081055
14689,0.570708,0.700000,38.813529,35.780169,74.593698,336.081055
14699,0.570796,0.700000,38.846881,35.809804,74.656685,338.190430
14709,0.570816,0.600000,38.875496,35.836953,74.712448,336.081055
14719,0.570836,0.600000,38.903523,35.863290,74.766812,336.081055
14729,0.570788,0.500000,38.934401,35.891241,74.825642,336.081055
14739,0.570808,0.600000,38.968382,35.924005,74.892387,336.081055
14749,0.570828,0.600000,38.997596,35.951531,74.949127,336.081055
14759,0.570915,0.700000,39.038454,35.990922,75.029376,336.081055
14769,0.570935,0.600000,39.075466,36.024538,75.100004,338.190430
14779,0.571022,0.700000,39.104510,36.052105,75.156615,336.081055
14789,0.571110,0.700000,39.137901,36.083139,75.221040,336.081055
14799,0.571129,0.600000,39.170104,36.112091,75.282194,336.338867
14809,0.571014,0.400000,39.204407,36.145632,75.350040,336.338867
14819,0.570966,0.500000,39.241250,36.181892,75.423141,336.081055
14829,0.571120,0.800000,39.271645,36.208549,75.480195,338.190430
14839,0.571005,0.400000,39.304042,36.237722,75.541764,336.081055
14849,0.571024,0.600000,39.335482,36.267938,75.603420,336.081055
14859,0.571178,0.800000,39.375241,36.304448,75.679689,336.081055
14869,0.570996,0.300000,39.417968,36.342646,75.760615,336.081055
14879,0.571083,0.700000,39.450264,36.372585,75.822850,336.081055
14889,0.570901,0.300000,39.485223,36.401358,75.886581,336.081055
14899,0.571054,0.800000,39.515733,36.429060,75.944793,336.081055
14909,0.571141,0.700000,39.551481,36.461534,76.013015,336.081055
14919,0.570959,0.300000,39.581822,36.489478,76.071300,336.081055
14929,0.571046,0.700000,39.626169,36.529774,76.155943,336.081055
14939,0.570864,0.300000,39.655812,36.557391,76.213203,336.081055
14949,0.570817,0.500000,39.687406,36.585502,76.272908,336.081055
14959,0.570836,0.600000,39.725844,36.618769,76.344613,338.190430
14969,0.570655,0.300000,39.754619,36.646079,76.400698,336.081055
14979,0.570474,0.300000,39.788592,36.678784,76.467376,336.081055
14989,0.570427,0.500000,39.819527,36.707479,76.527006,336.081055
14999,0.570447,0.600000,39.848625,36.735008,76.583633,336.081055
15009,0.570533,0.700000,39.879082,36.762003,76.641085,336.081055
15019,0.570486,0.500000,39.910021,36.789091,76.699113,338.190430
15029,0.570573,0.700000,39.939178,36.816330,76.755509,336.081055
15039,0.570459,0.400000,39.971972,36.846710,76.818682,336.081055
15049,0.570412,0.500000,40.013351,36.882989,76.896340,336.081055
15059,0.570498,0.700000,40.045434,36.911803,76.957238,336.081055
15069,0.570252,0.200000,40.075108,36.939907,77.015015,336.081055
15079,0.570338,0.700000,40.112103,36.974431,77.086534,336.081055
15089,0.570557,0.900000,40.153079,37.010324,77.163403,338.190430
15099,0.570577,0.600000,40.182530,37.037797,77.220327,336.081055
15109,0.570530,0.500000,40.211238,37.064891,77.276129,336.081055
15119,0.570615,0.700000,40.247321,37.097162,77.344483,336.081055
15129,0.570569,0.500000,40.275690,37.123815,77.399505,336.081055
15139,0.570522,0.500000,40.304521,37.150652,77.455173,336.081055
15149,0.570608,0.700000,40.341723,37.185368,77.527090,338.190430
15159,0.570429,0.300000,40.371475,37.212748,77.584223,336.081055
15169,0.570515,0.700000,40.411337,37.251040,77.662377,336.081055
15179,0.570534,0.600000,40.453225,37.287468,77.740692,336.081055
15189,0.570619,0.700000,40.487577,37.319044,77.806621,336.081055
15199,0.570639,0.600000,40.526568,37.355500,77.882068,336.081055
15209,0.570658,0.600000,40.558363,37.382642,77.941005,336.081055
15219,0.570677,0.600000,40.586478,37.409272,77.995750,336.081055
15229,0.570696,0.600000,40.618711,37.438626,78.057336,336.081055
15239,0.570716,0.600000,40.646907,37.465505,78.112411,336.081055
15249,0.570866,0.800000,40.684456,37.499037,78.183493,336.081055
15259,0.571016,0.800000,40.713799,37.526213,78.240012,336.081055
15269,0.570970,0.500000,40.741973,37.552978,78.294951,336.081055
15279,0.570858,0.400000,40.776236,37.584098,78.360333,338.190430
15289,0.570746,0.400000,40.808318,37.613596,78.421914,336.081055
15299,0.570634,0.400000,40.845397,37.647590,78.492987,336.081055
15309,0.570719,0.700000,40.884868,37.681465,78.566333,336.081055
15319,0.570803,0.700000,40.915461,37.711086,78.626547,336.081055
15329,0.570561,0.200000,40.944263,37.738007,78.682269,336.081055
15339,0.570450,0.400000,40.975128,37.765088,78.740216,338.190430
15349,0.570339,0.400000,41.011396,37.799284,78.810679,336.081055
15359,0.570163,0.300000,41.040379,37.826346,78.866726,336.081055
